date,spy_equity
2022-09-26,204609.5850760954
2022-09-27,204087.25488100603
2022-09-28,208102.952267523
2022-09-29,203755.8883609688
2022-09-30,200605.09548992006
2022-10-03,205901.33794912702
2022-10-04,212281.48606092695
2022-10-05,211787.28313400273
2022-10-06,209602.5164385562
2022-10-07,203755.8883609688
2022-10-10,202200.15945969784
2022-10-11,200919.59642578935
2022-10-12,200256.88134693334
2022-10-13,205541.86212214312
2022-10-14,200857.8637178178
2022-10-17,206019.28927099187
2022-10-18,208439.88676529413
2022-10-19,206962.82800103672
2022-10-20,205227.37914749235
2022-10-21,210214.6886485638
2022-10-24,212786.98659428535
2022-10-25,216184.9078706239
2022-10-26,214556.11273251023
2022-10-27,213410.36660463462
2022-10-28,218487.64384915377
2022-10-31,216909.35565745155
2022-11-01,215960.24894967285
2022-11-02,210540.46922964873
2022-11-03,208372.5321959332
2022-11-04,211371.66053799956
2022-11-07,213393.57286534063
2022-11-08,214544.86900973157
2022-11-09,210124.81071120859
2022-11-10,221672.04216000895
2022-11-11,223817.5097093857
2022-11-14,221913.566665128
2022-11-15,223806.26598660703
2022-11-16,222098.90847879078
2022-11-17,221419.34577698525
2022-11-18,222424.6890598757
2022-11-21,221615.91335220815
2022-11-22,224598.1940713251
2022-11-23,226013.53808882937
2022-11-25,225962.94133632543
2022-11-28,222357.31652929628
2022-11-29,221975.33529553656
2022-11-30,228967.7274622181
2022-12-01,228799.21531028632
2022-12-02,228535.27520448397
2022-12-05,224424.06005800396
2022-12-06,221189.06499464487
2022-12-07,220812.74154471152
2022-12-08,222542.58649808506
2022-12-09,220880.18592016492
2022-12-12,224064.63811467553
2022-12-13,225760.75189971316
2022-12-14,224317.37042013626
2022-12-15,218830.14632465874
2022-12-16,216246.62261737703
2022-12-19,214412.94385987663
2022-12-20,214706.35832523133
2022-12-21,217916.74651925056
2022-12-22,214807.9110546091
2022-12-23,216043.53511983994
2022-12-27,215191.58064290744
2022-12-28,212517.1911312532
2022-12-29,216342.58940780247
2022-12-30,215772.73382857203
2023-01-03,214864.32724190582
2023-01-04,216523.13557612675
2023-01-05,214051.86948444656
2023-01-06,218960.526809723
2023-01-09,218836.36090625843
2023-01-10,220371.07518188877
2023-01-11,223158.27910691794
2023-01-12,223970.75482559568
2023-01-13,224839.6287703516
2023-01-17,224427.76006901418
2023-01-18,220884.4786513855
2023-01-19,219276.48260429048
2023-01-20,223361.402526892
2023-01-23,226041.41389993555
2023-01-24,225798.81172170673
2023-01-25,225883.44498326106
2023-01-26,228366.02664259385
2023-01-27,228890.69179608775
2023-01-30,226018.85460950423
2023-01-31,229342.0751781169
2023-02-01,231779.48437293162
